Nazwa pliku, Powtórzenia algorytmu, Optymalny koszt, Optymalna œcie¿ka, Otrzymany koszt, Œredni czas wykonania [ms]
tsp_12.txt, 5, 264, 0 1 8 4 6 2 11 9 7 5 3 10 0 , 
